location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Tirupati,Hospital,14,east,1425,medium,165,1.5,0.29,39,yes,A1,metal,required,high,hot,28,71,1050,high,M89,metal,galvanized,91,31,3.3,0,0,A2,24,1.7,32,0.6,2700,"hot,coastal",38,32,129675,44175,173850,1.8,0.29,1,1,0,1,56
Latur,Industrial,6,west,575,medium,120,2.3,0.52,59,no,C,metal,not required,low,hot,30,59,650,high,M23,metal,acp,27,36,3,0,0,B,22,2,33,0.7,2900,coastal,36,26,15525,20700,36225,0.7,0.52,1,0,0,0,43
Raichur,Residential,10,north,950,low,95,2.5,0.56,62,no,B,terracotta,required,low,hot,30,65,900,high,M166,terracotta,cladding,70,33,2.8,0,0,C,36,0.9,28,3.1,2100,hot,17,44,66500,31350,97850,0.3,0.56,1,1,0,1,68
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,114,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,71250,19375,90625,0,0.58,0,1,0,0,42
Panna,Hospital,15,east,1450,high,245,1.3,0.26,37,yes,A1,glass,required,high,hot,28,69,950,high,M76,glass,reflective,133,44,0.9,0.27,35,A2,27,1.4,37,0.2,2520,"coastal,hot",45,36,192850,63800,256650,0.4,0.01,1,1,0,1,74
Bulandshahr,Residential,8,north,725,low,85,2.5,0.56,61,no,B,terracotta,required,low,hot,28,62,750,medium,M176,terracotta,gfrc,155,32,2.85,0,0,A2,35,1,28,2.9,2050,hot,18,45,112375,23200,135575,0.35,0.56,0,0,0,1,37
Kolkata,Commercial,20,south,2000,high,200,1.6,0.35,50,yes,A2,glass,required,high,hot,27,80,1600,high,M5,glass,igu,126,45,1.1,0.3,55,B,28,1,38,0.3,2400,"hot,coastal",20,35,252000,90000,342000,0.5,0.05,1,1,0,1,72
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,47,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,47000,33000,80000,0.5,0.3,1,0,0,1,59
Gorakhpur,Commercial,12,south,1300,medium,150,1.6,0.39,48,yes,A2,glass,required,high,moderate,26,68,980,medium,M32,glass,low-e,163,42,1.2,0.36,50,C,27,1,34,0.4,2500,coastal,23,32,211900,54600,266500,0.4,0.03,0,1,0,0,44
Mandya,Industrial,4,west,450,low,95,2.8,0.59,65,no,C,stone,required,avg,moderate,25,72,950,low,M99,stone,limestone,70,28,2.2,0,0,A1,41,0.5,27,2.3,2320,moderate,22,50,31500,12600,44100,0.6,0.59,1,1,0,1,64
Shimoga,Hospital,13,east,1350,high,240,1.4,0.27,38,yes,A1,metal,required,high,moderate,25,76,2200,high,M94,metal,aluminum,89,32,3.2,0,0,C,24,1.8,33,0.5,2720,coastal,42,35,120150,43200,163350,1.8,0.27,1,1,0,0,46
Hugli,Hospital,12,east,1225,medium,168,1.6,0.3,41,yes,A1,glass,required,high,moderate,25,76,1600,low,M181,glass,dg,122,46,0.88,0.26,39,B,29,1.1,38,0.15,2480,coastal,42,37,149450,56350,205800,0.72,0.04,1,1,0,0,59
Saharanpur,Commercial,17,south,1600,medium,170,1.8,0.4,49,yes,A2,glass,required,high,hot,28,69,1100,high,M35,glass,reflective,143,40,1,0.31,37,B,36,1,35,0.5,2600,"hot,coastal",30,35,228800,64000,292800,0.8,0.09,1,1,0,1,68
Pali,Residential,9,north,875,low,89,2.4,0.55,62,no,B,stone,required,avg,hot,28,55,500,high,M172,stone,quartz,86,28,2,0,0,A1,38,0.6,29,1.1,2650,hot,20,50,75250,24500,99750,0.4,0.55,1,1,0,1,67
Jaipur,Residential,7,north,700,medium,100,2.1,0.48,58,no,B,stone,required,avg,hot,28,45,400,high,M10,stone,sandstone,73,26,1.95,0,0,A2,45,0.4,27,3,2200,"hot,cold",12,55,51100,18200,69300,0.15,0.48,1,1,0,1,71
Patna,Residential,9,north,850,low,90,2.4,0.55,62,no,B,stone,required,avg,hot,29,65,900,medium,M133,stone,granite,146,28,1.9,0,0,A2,35,0.6,29,1.1,2600,hot,18,48,124100,23800,147900,0.5,0.55,0,1,0,1,46
Rourkela,Commercial,16,south,1450,medium,155,1.8,0.39,47,yes,A2,glass,required,high,hot,27,75,1400,medium,M92,glass,low-e,109,42,1.15,0.36,49,A1,26,1.1,34,0.4,2520,"hot,coastal",27,33,158050,60900,218950,0.65,0.03,1,1,0,1,70
Guwahati,Hospital,12,east,1250,high,230,1.4,0.28,38,yes,A1,metal,required,high,hot,25,82,2000,high,M28,metal,zinc,92,26,2.9,0,0,B,22,1.8,31,0.3,7100,moderate,38,35,115000,32500,147500,1.5,0.28,1,1,0,0,46
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,38,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,56050,47200,103250,0.2,0.41,1,0,0,0,51
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Tikamgarh,Residential,9,north,850,low,92,2.4,0.54,59,no,B,terracotta,required,low,moderate,25,71,1100,medium,M75,terracotta,cladding,152,32,2.8,0,0,B,37,0.9,28,2.9,1950,hot,18,44,129200,27200,156400,0.4,0.54,0,1,1,0,57
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,119,30,3.8,0,0,C,18,3,29,0.9,2750,"cold,moderate",42,28,226100,57000,283100,2.1,0.4,1,0,0,1,44
Bhagalpur,Residential,7,east,845,low,120,2.1,0.5,57,no,B,stone,required,avg,hot,29,70,1050,medium,M31,stone,granite,92,29,1.9,0,0,C,30,1,28,1,2600,hot,18,45,77740,24505,102245,0.2,0.5,1,1,0,1,70
Prayagraj,Residential,8,north,750,low,85,2.5,0.56,62,no,B,terracotta,required,low,hot,28,68,1000,medium,M229,terracotta,panel,122,33,2.85,0,0,B,36,1,28,3.1,2100,hot,17,45,91500,24750,116250,0.35,0.56,0,1,1,1,67
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,74
Nellore,Residential,10,north,900,low,85,2.3,0.52,60,no,B,stone,required,avg,hot,30,68,900,medium,M84,stone,granite,147,28,2,0,0,B,40,0.7,30,1,2600,hot,18,50,132300,25200,157500,0.3,0.52,0,1,1,1,69
Hardoi,Hospital,16,east,1575,high,240,1.4,0.27,37,yes,A1,composite,required,high,hot,27,74,1320,medium,M45,composite,fiber cement,57,28,2.2,0,0,C,22,1.8,33,1.5,1650,coastal,26,25,89775,44100,133875,0.8,0.27,1,0,0,0,45
Kasganj,Hospital,14,east,1325,medium,155,1.5,0.32,40,yes,A1,glass,required,high,moderate,25,69,1080,medium,M41,glass,dg,103,45,0.85,0.25,38,A2,26,1.2,36,0.2,2300,"coastal,hot",40,34,136475,59625,196100,0.65,0.07,1,1,0,0,60
Bidhannagar,Residential,8,north,800,low,88,2.4,0.54,61,no,B,stone,required,avg,moderate,27,75,1600,medium,M205,stone,quartz,121,28,2,0,0,C,38,0.6,29,1.1,2650,"moderate,cold",20,50,96800,22400,119200,0.4,0.54,0,1,0,1,47
Gajuwaka,Industrial,5,west,600,medium,110,2.5,0.55,62,no,C,composite,not required,avg,hot,28,65,900,medium,M154,composite,acp,34,26,2.1,0,0,A2,20,1,28,1.9,2000,moderate,22,22,20400,15600,36000,0.4,0.55,1,0,0,0,47
Kadapa,Industrial,5,west,600,low,100,2.5,0.55,62,no,C,composite,not required,avg,hot,27,65,750,medium,M86,composite,hpl,69,26,2.2,0,0,C,20,1,28,1.7,2000,moderate,22,20,41400,15600,57000,0.3,0.55,1,0,1,0,68
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,36,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,53100,47200,100300,0.2,0.41,1,0,0,0,51
Dhanbad,Industrial,6,west,625,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,70,1200,medium,M227,composite,fiber,65,25,2.3,0,0,A1,22,1.3,31,1.7,1700,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,0,0,48
Tanjore,Residential,7,north,675,low,78,2.8,0.59,65,no,B,composite,required,avg,hot,29,68,1250,low,M170,composite,acp,21,24,2.05,0,0,A2,19,1.5,34,1.7,1650,moderate,26,24,14175,16200,30375,0.75,0.59,1,0,0,0,42
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,125,27,3.2,0,0,A2,26,2.5,31,0.6,2800,"hot,moderate",32,30,175000,37800,212800,1.3,0.42,1,0,1,1,67
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,135,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,84375,19375,103750,0,0.58,0,1,0,0,42
Etawah,Hospital,12,east,1175,high,232,1.5,0.28,39,yes,A1,metal,required,high,hot,27,68,950,high,M163,metal,aluminum,79,34,3.2,0,0,C,22,1.9,33,0.6,2750,"hot,coastal",42,32,92825,39950,132775,1.7,0.28,1,1,0,1,56
Varanasi,Residential,5,north,650,medium,95,2.3,0.5,59,no,B,stone,required,low,moderate,26,71,1050,medium,M22,stone,limestone,68,28,2.15,0,0,A2,42,0.5,26,2.8,2300,moderate,16,48,44200,18200,62400,0.15,0.5,1,1,0,1,71
Narela,Hospital,14,east,1425,high,245,1.3,0.27,38,yes,A1,glass,required,high,moderate,26,65,750,high,M200,glass,reflective,178,45,0.9,0.26,35,C,28,1.4,38,0.2,2550,"coastal,hot",45,38,253650,64125,317775,0.4,0.01,1,1,0,0,64
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,89,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,37825,14875,52700,1.1,0.6,0,1,0,1,37
Sagar,Hospital,11,east,1175,high,230,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M72,metal,aluminum,72,35,3.1,0,0,A1,23,1.9,33,0.6,2750,"hot,coastal",42,32,84600,41125,125725,1.7,0.28,1,1,1,0,66
Tumkur,Residential,9,north,850,low,82,2.4,0.54,61,no,B,stone,required,avg,moderate,24,68,950,medium,M93,stone,quartz,124,25,2.05,0,0,A1,39,0.6,28,1.1,2580,moderate,20,52,105400,21250,126650,0.35,0.54,0,1,0,1,48
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,47,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,47000,33000,80000,0.5,0.3,1,0,0,1,59
Damoh,Industrial,6,west,650,low,105,2.6,0.57,62,no,C,composite,not required,avg,hot,27,68,950,high,M73,composite,acp,36,26,2.2,0,0,C,21,1.3,31,1.8,1850,moderate,28,26,23400,16900,40300,0.4,0.57,1,0,1,0,67
Shivaji Nagar,Industrial,7,west,675,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,68,850,medium,M187,composite,acp,45,27,2.25,0,0,A2,21,1.3,32,1.8,1850,moderate,25,26,30375,18225,48600,0.35,0.57,1,0,0,0,47
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Amritsar,Hospital,15,east,1450,high,245,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,900,high,M230,glass,dg,157,46,0.88,0.26,39,A2,29,1.1,38,0.15,2480,"coastal,hot",42,37,227650,66700,294350,0.42,0.01,1,1,0,1,74
Salem,Residential,6,north,550,low,65,2.7,0.6,68,no,B,terracotta,required,low,hot,29,66,750,medium,M30,terracotta,cladding,70,32,2.75,0,0,B,36,0.9,26,3.2,1950,hot,15,44,38500,17600,56100,0.05,0.6,0,1,1,1,71
Hugli,Hospital,12,east,1225,medium,168,1.6,0.3,41,yes,A1,glass,required,high,moderate,25,76,1600,low,M181,glass,dg,122,46,0.88,0.26,39,B,29,1.1,38,0.15,2480,coastal,42,37,149450,56350,205800,0.72,0.04,1,1,0,0,59
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Hoshiarpur,Hospital,14,east,1400,medium,180,1.5,0.27,38,yes,A1,metal,required,high,moderate,26,73,1000,high,M52,metal,galvanized,70,36,3.3,0,0,A1,23,2,32,0.4,2700,coastal,35,28,98000,50400,148400,1.8,0.27,1,1,1,0,66
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,47,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,47000,33000,80000,0.5,0.3,1,0,0,1,59
Varanasi,Commercial,17,south,1650,high,240,1.7,0.4,45,yes,A2,composite,required,high,hot,27,69,1200,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,70950,49500,120450,0.1,0.4,1,0,1,0,73
Meerut,Commercial,18,south,1650,high,228,1.6,0.35,46,yes,A2,metal,not required,high,hot,28,70,950,high,M222,metal,stainless,70,28,3,0,0,A1,47,0.4,33,0.3,8000,"hot,cold",48,60,115500,46200,161700,1.4,0.35,1,1,0,1,56
Etawah,Hospital,12,east,1175,high,232,1.5,0.28,39,yes,A1,metal,required,high,hot,27,68,950,high,M163,metal,aluminum,79,34,3.2,0,0,C,22,1.9,33,0.6,2750,"hot,coastal",42,32,92825,39950,132775,1.7,0.28,1,1,0,1,56
Hoshiarpur,Hospital,14,east,1400,medium,180,1.5,0.27,38,yes,A1,metal,required,high,moderate,26,73,1000,high,M52,metal,galvanized,70,36,3.3,0,0,A1,23,2,32,0.4,2700,coastal,35,28,98000,50400,148400,1.8,0.27,1,1,1,0,66
Indore,Residential,11,north,850,low,75,2.6,0.58,68,no,B,composite,required,low,moderate,25,59,950,low,M14,composite,acp,30,20,2.1,0,0,A1,16,1,33,1.9,1600,moderate,25,18,25500,17000,42500,0.5,0.58,1,0,0,1,55
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,172,48,0.8,0.22,36,A2,27,1,39,0.05,2300,"coastal,hot",38,34,193500,54000,247500,0.7,0.08,0,1,0,1,49
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,114,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,71250,19375,90625,0,0.58,0,1,0,0,42
Jodhpur,Industrial,4,west,450,low,50,2.7,0.62,72,no,C,composite,not required,avg,hot,32,48,300,high,M24,composite,gfrc,115,15,2.4,0,0,C,28,0.7,32,1.6,1700,hot,30,20,51750,6750,58500,0.3,0.62,0,0,1,1,57
Delhi,Residential,8,north,800,low,80,2.2,0.5,60,no,B,stone,required,avg,hot,26,55,600,medium,M2,stone,granite,99,25,2,0,0,A2,40,0.5,28,1.2,2600,"hot,moderate",15,50,79200,20000,99200,0.2,0.5,0,1,0,1,50
Sambhal,Industrial,3,west,375,low,75,2.8,0.59,65,no,C,stone,required,low,hot,30,67,850,high,M42,stone,marble,79,38,1.7,0,0,A2,42,0.5,25,0.3,2700,hot,22,52,29625,14250,43875,1.1,0.59,0,1,0,1,37
Siliguri,Commercial,20,south,1725,high,225,1.7,0.39,49,yes,A2,glass,not required,high,hot,29,69,1350,high,M140,glass,low-e,128,38,1.1,0.31,45,C,27,1,35,0.3,2600,"hot,coastal",27,31,220800,65550,286350,0.6,0.08,1,1,0,1,70
Pali,Residential,9,north,875,low,89,2.4,0.55,62,no,B,stone,required,avg,hot,28,55,500,high,M172,stone,quartz,86,28,2,0,0,A1,38,0.6,29,1.1,2650,hot,20,50,75250,24500,99750,0.4,0.55,1,1,0,1,67
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,36,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,53100,47200,100300,0.2,0.41,1,0,0,0,51
Jodhpur,Residential,7,north,675,low,80,2.8,0.59,65,no,B,composite,required,avg,hot,28,50,350,high,M150,composite,acp,40,23,2.1,0,0,C,18,1.6,34,2.2,1820,moderate,29,23,27000,15525,42525,0.7,0.59,1,0,0,0,42
Haora,Residential,9,north,850,low,90,2.4,0.55,62,no,B,stone,required,avg,moderate,27,75,1450,medium,M195,stone,marble,123,30,1.95,0,0,A1,40,0.6,30,0.9,2700,"moderate,cold",22,52,104550,25500,130050,0.45,0.55,0,1,0,1,46
Damoh,Industrial,6,west,650,low,105,2.6,0.57,62,no,C,composite,not required,avg,hot,27,68,950,high,M73,composite,acp,42,26,2.2,0,0,A2,21,1.3,31,1.8,1850,moderate,28,26,27300,16900,44200,0.4,0.57,1,0,0,0,47
Raichur,Residential,10,north,950,low,95,2.5,0.56,62,no,B,terracotta,required,low,hot,30,65,900,high,M166,terracotta,cladding,70,33,2.8,0,0,C,36,0.9,28,3.1,2100,hot,17,44,66500,31350,97850,0.3,0.56,1,1,0,1,68
Gorakhpur,Industrial,8,west,750,low,110,2.4,0.53,58,no,C,composite,not required,avg,moderate,24,72,1050,medium,M38,composite,acp,32,28,2.5,0,0,A2,20,1,30,1.2,2000,moderate,22,28,24000,21000,45000,0.1,0.53,1,0,0,1,61
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Vizag,Hospital,16,east,1700,high,240,1.2,0.22,32,yes,A1,glass,not required,high,coastal,28,78,2500,high,M15,glass,dg,102,48,0.8,0.22,36,C,27,1,39,0.05,2300,"coastal,hot",38,34,173400,81600,255000,0.4,0,1,1,0,1,74
Jamshedpur,Industrial,7,west,700,low,112,2.6,0.57,63,no,C,composite,not required,avg,hot,27,65,1300,medium,M217,composite,acp,27,26,2.2,0,0,B,21,1.3,31,1.8,1850,moderate,25,26,18900,18200,37100,0.4,0.57,1,0,0,0,47
Lucknow,Industrial,3,west,400,low,55,2.4,0.52,62,no,C,terracotta,not required,low,moderate,27,62,1000,medium,M12,terracotta,gfrc,118,29,2.7,0,0,B,32,1.2,26,2.5,2000,moderate,18,38,47200,11600,58800,0.3,0.52,0,0,0,1,39
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,74
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,65,25,2.3,0,0,C,22,1.3,31,1.7,1680,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,1,0,68
Thiruvananthapuram,Commercial,19,south,1725,high,228,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,78,2000,high,M202,metal,stainless,73,29,3,0,0,A2,46,0.4,33,0.3,8000,"hot,cold",48,60,125925,50025,175950,1.2,0.4,1,1,1,1,78
Gorakhpur,Commercial,12,south,1300,medium,150,1.6,0.39,48,yes,A2,glass,required,high,moderate,26,68,980,medium,M32,glass,low-e,114,42,1.2,0.36,50,B,27,1,34,0.4,2500,coastal,23,32,148200,54600,202800,0.4,0.03,1,1,0,0,64
Jodhpur,Industrial,4,west,450,low,50,2.7,0.62,72,no,C,composite,not required,avg,hot,32,48,300,high,M24,composite,gfrc,162,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,72900,6750,79650,0.3,0.62,0,0,0,1,37
Bidhan Nagar,Residential,7,north,675,low,82,2.8,0.59,65,no,B,composite,required,avg,moderate,26,75,1600,low,M233,composite,acp,32,24,2.1,0,0,C,19,1.5,34,1.9,1650,"moderate,cold",26,24,21600,16200,37800,0.7,0.59,1,0,0,1,52
Agra,Commercial,17,south,1800,high,210,1.6,0.35,49,yes,A2,glass,not required,high,hot,27,52,650,high,M21,glass,igu,129,46,1.15,0.35,51,C,26,0.9,36,0.25,2550,"hot,moderate",24,33,232200,82800,315000,0.45,0,1,1,0,1,74
Shimla,Hospital,18,east,1625,high,255,1.2,0.22,34,yes,A1,metal,required,high,cold,18,70,1200,low,M18,metal,stainless,115,18,2.9,0,0,B,50,0.3,30,0.2,8000,"moderate,cold",50,60,186875,29250,216125,1.7,0.22,1,1,0,1,57
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Kadapa,Industrial,5,west,600,low,100,2.5,0.55,62,no,C,composite,not required,avg,hot,27,65,750,medium,M86,composite,hpl,69,26,2.2,0,0,C,20,1,28,1.7,2000,moderate,22,20,41400,15600,57000,0.3,0.55,1,0,1,0,68
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,74
Raipur,Industrial,6,west,550,low,85,2.5,0.55,64,no,C,terracotta,required,avg,hot,31,67,1500,medium,M20,terracotta,panel,121,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,66550,17050,83600,0.1,0.55,0,1,0,1,51
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,125,27,3.2,0,0,A2,26,2.5,31,0.6,2800,"hot,moderate",32,30,175000,37800,212800,1.3,0.42,1,0,1,1,67
Srinagar,Residential,9,north,850,low,88,2.5,0.56,62,no,B,terracotta,required,low,cold,15,65,650,low,M189,terracotta,cladding,122,34,2.8,0,0,A2,37,0.9,29,3,1950,"cold,moderate",18,45,103700,28900,132600,0.3,0.56,0,1,0,1,48
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Ghaziabad,Hospital,12,east,1225,high,238,1.4,0.28,39,yes,A1,metal,required,high,hot,28,66,850,high,M226,metal,zinc,72,32,3.3,0,0,A2,24,1.9,33,0.6,2780,"hot,coastal",41,38,88200,39200,127400,1.9,0.28,1,1,0,1,56
Bijapur,Industrial,7,west,725,medium,135,2.3,0.52,59,no,C,composite,not required,avg,hot,28,62,650,high,M95,composite,fiber,65,24,2.25,0,0,B,22,1.2,30,1.9,1680,hot,24,28,47125,17400,64525,0.05,0.52,1,0,0,1,62
Bokaro,Commercial,18,south,1650,high,215,1.6,0.36,48,yes,A2,glass,required,high,hot,29,70,1200,high,M136,glass,laminated,179,40,1,0.33,37,B,28,1,36,0.4,2450,hot,30,30,295350,66000,361350,0.6,0.03,1,1,0,1,71
Hubli,Commercial,18,south,1600,medium,178,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,70,1100,high,M198,louvers,galvanized,109,33,3.6,0,0,B,24,2.5,31,0.8,2850,hot,43,35,174400,52800,227200,1.9,0.39,1,0,0,1,44
Patiala,Industrial,5,west,600,low,95,2.5,0.56,60,no,C,composite,not required,low,hot,30,68,900,medium,M49,composite,hpl,52,22,2,0,0,C,20,1,28,1.5,2000,moderate,22,25,31200,13200,44400,0.5,0.56,1,0,1,0,65
Gajuwaka,Residential,9,north,900,medium,130,2.2,0.5,56,no,B,composite,not required,avg,moderate,24,70,1200,medium,M160,composite,hpl,40,28,2.4,0,0,B,30,1.1,30,2,1900,moderate,25,25,36000,25200,61200,0.2,0.5,1,0,1,1,80
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,110,25,2.9,0,0,C,48,0.4,30,0.2,8000,"moderate,cold",48,60,200750,45625,246375,1,0.43,1,1,0,0,50
Jamshedpur,Industrial,7,west,700,low,112,2.6,0.57,63,no,C,composite,not required,avg,hot,27,65,1300,medium,M217,composite,acp,27,26,2.2,0,0,B,21,1.3,31,1.8,1850,moderate,25,26,18900,18200,37100,0.4,0.57,1,0,0,0,47
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,142,28,2.1,0,0,A1,42,0.5,28,2.4,2350,moderate,24,55,81650,16100,97750,0.6,0.58,0,1,0,0,34
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Kadapa,Residential,7,north,675,low,85,2.8,0.59,65,no,B,composite,not required,avg,hot,28,68,750,medium,M213,composite,hpl,53,24,2.05,0,0,A2,20,1.5,34,1.9,1650,moderate,27,25,35775,16200,51975,0.75,0.59,1,0,0,0,42
